,Region,Residence.Type,Family.Composition,Population.Base,Sex,Age,Marital.Status,Student,Country.of.Birth,Health,Ethnic.Group,Religion,Economic.Activity,Occupation,Industry,Hours.worked.per.week,Approximated.Social.Grade
40494,0,1,1,0,0,3,1,1,0,1,0,0,2,3,9,4,4
40495,1,1,1,0,0,5,1,1,0,0,0,1,0,9,3,4,0
40496,6,1,1,0,1,3,1,0,0,0,0,1,4,7,9,4,0
40497,3,0,0,0,0,6,1,1,1,1,0,1,9,4,11,4,0
40498,8,1,5,0,0,2,1,1,1,1,4,0,9,1,3,4,1
40499,9,1,6,0,0,4,0,0,1,2,0,1,9,2,5,4,1
40500,5,1,1,0,0,0,0,1,0,2,0,1,5,3,9,4,3
40501,5,1,2,0,1,3,1,1,0,0,0,1,0,5,5,4,3
40502,5,1,1,0,1,1,3,1,0,0,0,2,5,4,7,4,4
40503,6,1,1,0,0,1,1,1,0,0,0,1,5,9,9,4,0
40504,8,1,2,0,0,6,0,0,0,3,0,8,7,4,2,2,1
40505,7,1,2,0,1,5,0,0,0,1,0,1,1,9,9,2,0
40506,2,1,1,0,1,1,4,0,0,0,2,1,0,5,4,4,2
40507,3,1,1,0,1,3,3,1,0,0,0,5,0,8,12,2,4
40508,2,1,2,0,1,4,1,1,0,1,0,1,7,8,8,4,0
40509,2,1,4,0,1,6,3,0,2,0,0,1,0,2,11,2,1
40510,7,1,2,0,1,2,1,1,0,0,0,1,0,8,1,4,4
40511,6,1,6,0,0,0,0,0,0,0,0,5,0,1,7,4,4
40512,3,1,2,0,1,0,0,1,0,0,0,0,4,1,9,4,2
40513,3,1,0,0,0,6,1,1,0,1,0,1,4,3,11,3,4
40514,7,1,1,0,0,7,0,0,0,0,0,1,9,1,9,4,4
40515,8,1,0,0,1,2,0,1,0,0,0,0,9,2,3,4,3
40516,1,1,5,0,0,6,1,1,0,1,0,1,7,9,7,4,3
40517,5,1,1,0,0,3,0,1,0,0,0,1,4,9,3,4,1
40518,8,1,0,0,1,0,3,1,0,2,2,0,4,1,2,4,1
40519,9,1,1,0,1,2,0,1,0,1,4,0,2,7,9,2,3
40520,9,0,1,0,1,6,2,1,0,0,0,1,8,8,8,4,0
40521,4,1,1,0,1,1,0,1,2,3,0,0,0,5,10,2,4
40522,1,1,2,0,0,6,1,1,0,1,0,1,0,8,4,2,4
40523,7,1,0,0,1,4,1,0,0,2,0,1,9,0,4,2,4
40524,4,1,4,0,0,6,0,1,0,1,0,1,9,8,12,0,3
40525,7,1,1,0,0,0,1,0,0,3,0,0,9,2,1,4,1
40526,6,1,1,0,0,0,0,0,0,0,0,1,0,2,5,4,3
40527,4,1,1,0,0,4,1,1,0,1,0,1,7,9,11,3,1
40528,5,1,4,0,0,1,1,1,0,1,4,1,9,3,12,2,0
40529,1,1,4,0,1,5,1,1,1,1,0,1,0,2,9,1,4
40530,2,1,3,0,0,2,4,1,0,2,0,1,0,3,9,4,3
40531,1,1,1,0,1,4,4,1,0,1,0,1,4,5,9,2,3
40532,5,1,4,0,0,5,1,1,0,0,0,1,9,6,1,4,2
40533,2,1,2,0,1,3,0,1,1,1,2,6,6,0,12,4,0
40534,2,1,1,0,1,3,1,0,1,4,0,0,9,8,12,4,3
40535,7,1,1,0,1,0,0,1,0,1,0,1,9,9,1,3,4
40536,5,1,1,0,0,2,4,1,0,1,0,1,3,9,3,3,1
40537,6,1,4,0,0,7,1,1,0,0,0,1,9,4,6,4,1
40538,3,1,1,0,1,6,1,1,0,0,0,0,4,7,7,4,3
40539,6,1,0,0,1,0,1,1,1,0,0,1,9,9,11,4,4
40540,4,1,1,0,1,2,2,1,0,1,0,1,9,8,3,4,2
40541,9,1,2,0,1,3,1,1,0,1,0,1,5,5,10,4,3
40542,6,1,1,0,0,1,1,0,0,0,0,0,0,0,10,2,1
40543,4,1,1,0,1,5,1,1,0,1,0,1,4,6,9,1,4
40544,0,1,2,0,1,0,0,1,1,0,0,0,3,8,9,4,3
40545,5,1,5,0,0,6,1,1,0,1,0,5,2,3,4,4,4
40546,5,1,1,0,1,1,0,1,0,1,0,0,4,9,7,2,1
40547,6,1,3,0,0,4,1,1,0,0,0,6,0,1,7,4,3
40548,6,0,1,0,0,1,1,0,1,1,0,1,9,1,12,2,3
40549,7,1,0,0,1,0,1,0,1,1,0,0,0,8,9,4,2
40550,9,1,0,0,0,4,2,0,0,2,0,8,0,1,4,4,3
40551,7,1,1,0,0,5,1,1,0,2,0,5,1,1,11,2,0
40552,0,1,1,0,0,7,0,0,0,2,0,1,9,4,7,1,3
40553,7,1,0,0,1,4,1,1,1,1,0,1,9,8,3,4,0
40554,7,1,1,0,0,3,1,1,0,1,0,1,1,3,1,4,3
40555,2,1,1,0,1,3,0,1,0,0,0,1,4,9,9,4,1
40556,7,1,1,0,1,7,0,1,0,0,3,1,2,4,9,2,1
40557,6,1,0,0,1,3,1,1,0,0,0,1,9,9,9,2,4
40558,7,1,2,0,1,6,0,1,0,2,0,0,4,2,9,4,2
40559,2,1,2,0,1,2,3,1,1,1,0,1,6,9,9,4,1
40560,2,1,1,0,1,5,1,1,0,3,0,1,0,2,7,4,1
40561,1,1,1,0,0,1,1,1,0,1,0,1,4,8,9,3,4
40562,5,1,1,0,0,2,4,0,0,1,0,5,4,3,9,4,1
40563,8,1,6,0,1,0,0,1,0,1,0,1,0,1,1,2,4
40564,1,1,0,0,0,7,0,1,0,1,2,8,0,7,1,4,0
40565,3,1,6,0,1,7,1,1,0,1,0,0,0,8,7,4,1
40566,9,1,2,0,1,2,1,1,1,0,0,1,7,6,7,2,4
40567,1,1,1,0,0,1,0,1,0,0,0,1,0,1,9,2,4
40568,6,1,1,0,1,5,0,1,0,3,0,0,5,9,4,4,1
40569,5,1,4,0,1,5,1,0,0,0,2,0,1,4,2,4,1
40570,6,1,1,0,0,3,0,1,0,0,3,0,4,6,6,0,3
40571,9,1,4,0,0,3,1,1,0,1,0,1,4,8,11,4,1
40572,7,1,1,0,0,1,0,1,0,1,2,1,7,2,3,4,2
40573,3,1,6,0,0,0,0,1,0,1,0,0,9,9,11,4,1
40574,1,1,0,1,0,5,0,0,0,0,0,0,0,8,9,4,0
40575,4,1,1,0,1,5,3,1,1,0,0,1,0,4,9,4,1
40576,7,1,1,0,0,5,1,0,0,5,0,0,4,9,2,2,0
40577,8,1,2,0,1,2,3,1,0,1,0,1,0,9,9,4,2
40578,6,1,1,0,0,2,3,1,0,0,0,8,9,3,10,4,2
40579,2,1,1,0,1,2,1,1,0,1,0,1,5,9,7,4,1
40580,6,1,1,0,1,5,0,1,0,0,0,9,5,5,10,4,4
40581,6,1,1,0,0,6,0,1,0,0,0,1,0,9,2,4,1
40582,2,1,2,0,1,2,1,1,0,0,0,0,0,5,4,4,0
40583,7,1,1,0,0,3,3,1,0,2,0,1,5,1,3,4,1
40584,3,1,4,0,0,0,1,0,0,2,0,1,9,2,11,4,3
40585,2,1,1,0,0,0,1,0,0,0,0,5,1,1,2,1,4
40586,6,1,1,0,0,5,3,1,0,0,3,8,0,9,8,3,3
40587,4,1,0,0,1,4,4,1,0,0,0,5,0,8,11,4,1
40588,6,1,1,0,0,5,1,1,0,0,4,0,6,9,9,4,0
40589,6,1,1,0,0,2,0,1,0,0,0,0,0,2,5,4,1
40590,9,1,0,0,1,0,1,1,0,1,0,0,5,7,5,2,3
40591,2,1,0,0,1,4,1,1,0,0,0,5,0,3,1,2,1
40592,0,1,0,0,1,4,2,1,0,1,0,1,0,4,7,4,0
40593,2,1,2,0,1,0,0,1,0,0,0,5,7,6,9,1,0
40594,6,1,2,0,0,3,1,1,0,0,0,1,0,1,1,4,2
40595,7,1,1,0,1,2,0,1,0,3,0,1,0,4,10,2,0
40596,8,1,6,0,0,4,1,1,0,0,0,1,4,7,2,4,1
40597,5,1,4,2,0,5,1,0,0,1,0,1,3,3,9,2,3
40598,4,1,0,0,0,5,0,0,0,1,0,0,9,5,1,3,4
40599,9,1,4,0,0,2,0,1,0,0,2,1,0,1,6,4,2
40600,3,1,1,0,0,4,0,1,1,0,0,1,5,5,9,3,3
40601,5,1,2,0,0,0,1,1,0,2,0,1,7,6,2,2,0
40602,3,1,0,0,0,6,1,1,0,0,0,1,0,0,2,4,4
40603,9,1,1,0,0,0,1,1,2,1,0,1,6,5,3,4,2
40604,3,1,2,0,0,0,0,1,0,2,0,5,0,8,5,4,3
40605,5,1,4,0,1,0,3,0,1,1,0,0,5,3,2,0,1
40606,7,1,6,0,0,4,0,0,0,0,0,1,0,7,3,1,4
40607,0,1,6,0,1,0,0,1,0,0,0,9,5,9,8,2,2
40608,7,1,4,0,1,0,0,0,0,1,0,0,4,0,5,4,4
40609,7,1,0,0,0,7,0,0,0,0,0,0,0,8,9,3,4
40610,3,1,2,0,0,0,2,1,0,1,0,9,9,1,1,4,0
40611,4,1,1,0,1,2,1,1,0,1,0,1,0,5,9,4,0
40612,6,1,0,0,0,0,1,1,0,0,0,1,0,8,9,4,4
40613,6,1,0,0,1,6,0,1,0,0,0,1,4,1,9,4,0
40614,6,1,1,0,1,0,0,1,1,0,0,1,4,9,5,2,1
40615,8,1,1,0,0,2,0,1,0,3,0,1,1,5,4,4,1
40616,4,1,2,0,1,3,1,0,0,0,0,1,8,3,12,4,4
40617,8,1,0,0,1,7,0,1,0,0,0,0,6,8,5,4,1
40618,6,1,0,0,1,1,0,1,0,1,0,0,4,8,11,4,1
40619,5,1,1,0,1,6,0,1,0,1,2,0,0,3,1,4,4
40620,1,1,1,0,0,7,3,1,0,1,2,0,5,1,11,2,3
40621,1,1,6,0,1,7,3,1,0,2,0,1,0,4,1,4,1
40622,6,1,4,0,1,4,1,1,0,1,0,1,0,0,12,4,4
40623,6,1,1,0,0,4,1,1,0,2,0,1,9,8,10,4,4
40624,6,1,1,0,1,5,0,1,0,1,0,1,0,2,12,4,0
40625,9,1,2,0,1,0,1,1,0,0,0,1,0,7,9,2,1
40626,1,1,0,0,1,1,0,0,0,0,0,1,9,8,9,4,4
40627,9,1,0,0,0,0,1,1,0,3,0,0,0,1,1,2,3
40628,6,1,0,0,0,3,1,1,0,0,0,3,0,6,9,4,3
40629,7,1,1,0,1,2,4,1,0,0,0,1,4,8,3,4,0
40630,2,1,1,0,0,5,1,0,0,0,0,1,4,2,2,0,0
40631,7,1,1,0,0,0,1,1,0,2,0,0,5,9,9,1,1
40632,1,1,3,0,1,1,1,1,0,2,0,1,0,2,9,4,4
40633,6,1,1,0,0,4,0,1,0,1,0,9,0,6,6,4,2
40634,5,1,1,0,0,4,1,1,0,2,2,0,5,9,12,4,0
40635,5,1,2,0,1,0,0,1,0,2,0,1,7,1,3,4,2
40636,6,1,0,0,0,2,1,1,0,1,2,1,7,8,3,4,3
40637,4,1,1,0,0,0,0,1,0,2,0,8,9,7,7,3,4
40638,6,1,1,0,0,4,0,1,0,0,0,1,0,5,4,4,2
40639,1,1,1,0,0,3,1,1,0,0,0,9,4,8,2,4,1
40640,7,1,4,0,1,2,0,1,1,1,0,0,0,1,4,4,3
40641,1,1,0,0,0,4,1,0,0,0,0,1,4,8,8,1,4
40642,2,1,2,0,1,4,3,0,1,1,0,1,0,8,3,2,1
40643,0,0,2,0,0,0,1,1,0,1,0,0,9,7,7,4,3
40644,4,1,1,0,1,0,0,1,1,0,0,1,0,9,3,4,1
40645,8,1,1,0,0,5,0,1,1,1,0,8,9,3,3,4,3
40646,4,0,1,0,1,0,0,0,0,1,2,0,9,9,7,3,2
40647,5,1,1,0,1,7,1,0,2,0,0,0,9,5,5,4,3
40648,7,1,2,0,1,5,1,1,0,0,0,1,0,8,7,4,4
40649,7,1,5,0,1,5,0,1,0,1,0,1,4,9,9,4,4
40650,7,0,0,0,0,5,0,1,0,1,0,0,4,2,3,2,4
40651,5,1,2,0,0,5,1,1,0,1,0,1,4,3,1,1,0
40652,9,1,4,0,0,1,0,1,0,2,0,1,4,9,6,2,1
40653,5,1,1,0,0,4,1,1,0,1,0,1,4,6,1,4,3
40654,8,1,1,0,1,2,0,1,0,1,0,8,0,4,9,2,1
40655,1,1,4,0,0,4,0,1,0,1,3,1,0,0,11,4,4
40656,2,1,1,0,0,7,0,1,1,0,0,1,0,0,7,3,0
40657,7,1,0,0,0,1,1,0,0,0,0,1,0,5,3,4,1
40658,6,1,0,0,0,6,0,0,1,2,0,1,0,6,8,2,4
40659,4,0,1,0,0,6,1,1,0,2,3,6,6,6,10,4,3
40660,1,1,0,0,0,6,0,1,0,1,2,0,0,8,8,4,0
40661,6,1,1,2,0,6,0,1,0,1,0,1,9,3,9,4,1
40662,6,1,4,0,0,6,0,1,0,0,5,0,0,8,5,2,3
40663,7,1,4,0,0,5,0,1,0,0,0,1,1,0,5,3,1
40664,9,1,0,0,1,4,1,1,0,2,0,1,2,0,9,4,3
40665,7,1,4,0,1,4,3,1,0,1,0,1,4,7,1,2,1
40666,0,1,1,0,0,4,0,1,0,0,0,1,0,3,9,3,1
40667,1,1,4,0,1,0,1,1,1,1,0,3,0,1,3,4,1
40668,7,1,5,0,0,7,2,1,0,1,0,1,0,1,12,2,3
40669,2,1,3,0,1,2,0,1,0,1,0,0,4,0,7,4,2
40670,5,1,4,0,1,7,3,1,1,0,0,1,4,9,9,2,3
40671,4,1,4,0,0,4,1,1,0,0,2,1,0,7,9,4,3
40672,3,1,1,0,0,0,3,1,0,0,0,1,0,7,3,1,4
40673,5,1,4,0,1,2,1,1,0,2,0,0,8,9,9,2,4
40674,9,1,1,0,1,2,3,1,0,0,0,1,6,3,3,2,0
40675,5,1,1,0,0,7,0,1,0,0,0,1,9,8,7,1,1
40676,6,0,4,0,0,7,0,1,0,1,2,0,9,1,2,4,1
40677,5,1,1,0,0,3,1,1,0,2,0,0,1,7,1,4,3
40678,7,1,6,0,0,2,1,1,0,0,0,0,0,9,9,2,2
40679,8,1,1,0,1,5,0,0,0,0,0,1,0,8,10,4,2
40680,8,1,1,0,0,0,0,1,0,1,0,0,9,5,8,1,4
40681,6,1,1,0,1,4,1,0,0,0,0,1,9,5,4,3,2
40682,8,1,1,0,1,0,0,1,1,3,0,1,0,3,10,4,0
40683,7,1,1,0,0,6,0,1,1,1,0,0,4,2,5,1,3
40684,4,1,1,0,1,3,1,1,0,2,0,1,0,9,11,4,0
40685,5,1,0,0,1,4,0,0,0,0,0,1,0,9,3,4,0
40686,6,1,1,0,0,2,1,0,0,2,0,1,0,3,9,2,1
40687,2,1,1,0,1,4,1,1,1,0,0,0,6,1,7,2,3
40688,8,1,1,0,1,4,0,1,0,3,0,1,4,9,7,4,1
40689,8,1,1,0,0,1,0,1,0,0,2,1,4,2,9,4,2
40690,9,1,1,0,1,0,0,1,0,0,0,5,0,3,7,1,3
40691,0,1,4,0,1,6,1,1,0,0,0,0,0,9,9,2,2
40692,6,1,4,0,0,5,0,1,0,1,0,1,4,9,8,0,3
40693,1,1,0,0,1,2,1,1,0,0,0,0,9,2,1,4,4
40694,7,1,1,0,1,5,1,1,1,1,0,0,0,3,4,2,4
40695,5,1,1,0,1,6,0,1,0,1,0,0,9,2,8,2,2
40696,5,1,1,0,0,7,0,1,2,0,0,0,4,0,4,2,2
40697,7,1,1,0,1,6,0,0,0,1,0,1,0,4,3,3,1
40698,1,1,2,0,0,5,0,1,0,1,0,0,0,9,8,4,4
40699,1,1,1,0,1,0,3,0,0,1,0,1,4,6,9,3,4
40700,3,1,4,0,1,6,1,1,0,0,2,0,8,9,9,2,3
40701,7,1,1,0,0,3,1,1,0,0,4,0,0,3,9,4,2
40702,2,1,1,0,1,5,3,1,0,3,0,1,0,8,3,4,2
40703,7,1,2,0,1,4,0,0,0,1,0,1,0,9,3,0,2
40704,8,1,2,0,1,1,0,0,0,3,0,8,0,9,11,2,3
40705,5,1,1,0,0,0,1,1,0,0,0,0,4,8,3,4,3
40706,3,1,1,0,1,2,0,1,2,0,0,1,1,3,9,4,0
40707,4,1,4,0,1,4,4,1,0,0,0,1,0,9,9,0,0
40708,9,1,1,0,0,1,4,1,0,2,0,1,0,4,2,2,1
40709,2,1,1,0,0,4,4,1,0,0,0,0,0,8,11,4,0
40710,8,1,1,0,0,1,2,1,1,0,0,0,4,9,10,4,1
40711,1,1,1,0,1,0,1,1,0,2,0,1,9,6,8,0,3
40712,8,1,1,1,0,5,0,0,0,1,0,1,6,9,8,2,4
40713,5,1,1,0,0,1,0,0,0,0,0,0,0,2,7,4,4
40714,6,1,5,0,1,6,1,1,0,1,0,0,0,2,12,2,2
40715,2,1,3,1,0,0,4,1,1,0,0,0,9,4,12,0,1
40716,5,1,0,0,0,3,1,1,0,0,0,5,5,9,7,2,0
40717,5,1,1,0,0,4,1,0,0,1,1,0,0,3,11,2,4
40718,7,1,0,0,0,6,0,1,0,1,0,1,0,2,1,2,1
40719,2,1,1,0,0,1,0,0,1,0,0,1,1,3,1,0,3
40720,7,1,1,0,1,1,0,1,0,1,0,1,9,9,1,0,4
40721,7,1,4,0,0,6,4,1,0,0,0,0,0,6,12,4,3
40722,7,1,1,0,1,1,1,0,1,1,0,1,9,4,9,4,2
40723,1,1,4,0,1,3,4,1,0,0,0,0,9,2,10,4,3
40724,6,1,2,0,0,0,1,1,0,0,0,0,6,0,8,0,1
40725,7,1,1,0,1,3,0,1,0,1,1,0,0,9,10,4,4
40726,7,1,1,0,1,2,0,1,0,1,0,1,3,5,11,4,0
40727,6,1,2,0,0,2,3,1,0,0,2,1,9,8,3,1,1
40728,3,1,1,0,0,4,3,0,0,3,0,1,2,4,10,2,3
40729,8,1,1,0,1,3,4,1,1,1,0,0,0,7,3,2,1
40730,7,1,5,0,1,6,3,1,0,4,0,1,0,4,0,4,1
40731,3,1,1,0,1,3,0,1,0,0,0,1,1,3,9,1,1
40732,6,1,1,0,1,5,3,1,0,0,2,1,9,9,5,4,1
40733,8,1,1,0,1,3,3,0,1,0,0,1,5,3,1,4,1
40734,1,1,6,0,0,4,3,1,0,0,0,1,3,2,8,0,3
40735,2,1,0,0,0,5,0,0,0,2,0,0,4,9,9,4,1
40736,1,1,2,0,1,7,1,1,0,1,0,8,0,6,7,1,3
40737,2,1,4,0,0,2,0,1,0,1,3,5,9,1,2,1,2
40738,4,1,4,0,0,4,0,1,0,2,0,1,4,2,9,2,4
40739,7,1,1,0,1,2,1,0,0,0,0,9,0,0,9,4,4
40740,6,1,1,0,0,2,1,1,0,0,0,1,4,3,4,4,0
40741,2,1,1,0,1,5,0,1,0,0,0,0,0,9,3,4,3
40742,1,1,2,0,1,2,1,1,0,1,0,1,4,8,10,1,1
40743,8,1,4,0,0,1,0,0,0,2,0,1,9,4,11,1,1
40744,4,1,1,0,1,5,0,1,0,2,0,0,9,1,9,4,0
40745,3,1,1,0,0,1,3,1,0,0,0,1,0,2,0,2,1
40746,4,1,1,0,1,0,3,1,1,2,3,1,4,0,9,4,4
40747,6,1,1,0,0,3,0,1,1,0,0,1,2,2,1,4,1
40748,7,1,0,0,1,2,0,1,0,2,0,8,0,4,9,1,2
40749,6,1,4,0,1,2,1,1,0,0,2,1,4,9,8,2,3
40750,9,1,0,0,0,6,0,0,0,0,3,1,7,9,1,4,4
40751,9,1,1,0,1,0,4,1,0,1,0,1,9,9,9,3,1
40752,2,1,1,0,0,5,4,0,1,1,0,1,3,1,7,4,3
40753,6,1,2,0,0,0,0,1,0,2,0,8,9,9,1,2,4
40754,1,1,2,0,0,6,3,1,0,2,0,4,9,3,5,0,4
40755,3,1,2,0,0,0,0,1,0,3,0,0,9,4,11,4,4
40756,4,1,1,0,1,7,0,0,0,2,0,0,0,4,8,4,4
40757,3,1,1,0,1,4,0,1,0,1,0,0,0,1,2,4,3
40758,3,1,0,0,0,2,1,1,1,2,0,1,9,1,2,2,1
40759,6,1,0,0,0,3,0,1,0,0,0,0,4,5,9,2,2
40760,1,1,1,0,0,4,0,0,0,0,0,0,9,6,2,4,4
40761,6,1,6,0,1,0,1,1,0,0,0,0,9,5,9,3,4
40762,1,1,0,0,0,4,1,1,0,0,0,2,7,4,8,2,1
40763,6,1,1,0,0,1,0,1,0,1,2,0,0,0,2,4,1
40764,7,1,0,0,1,7,1,1,0,1,0,1,9,8,8,4,2
40765,5,1,4,0,1,2,3,0,0,1,0,0,0,1,9,4,4
40766,8,1,1,0,0,5,1,1,0,0,2,1,8,3,3,4,1
40767,4,1,0,0,1,1,1,1,0,0,0,1,6,5,3,4,1
40768,1,1,0,0,0,2,0,1,0,2,0,0,0,9,7,1,3
40769,1,0,1,0,0,3,3,1,0,0,0,5,0,9,9,4,1
40770,8,1,1,0,0,4,0,1,0,0,0,0,0,7,1,3,2
40771,6,1,1,1,1,4,3,1,0,2,0,8,4,0,1,0,3
40772,1,1,1,0,1,1,0,1,0,1,0,1,0,1,4,4,1
40773,3,1,4,0,1,4,0,1,1,2,0,1,7,4,5,2,3
40774,5,1,1,0,1,6,0,1,0,1,0,1,2,9,11,3,1
40775,7,1,1,0,0,6,0,1,0,1,0,8,0,6,5,4,3
40776,7,1,2,0,0,2,1,0,1,1,0,1,9,7,3,4,4
40777,7,1,1,0,1,0,0,1,1,1,0,0,4,9,10,4,3
40778,9,1,0,0,0,0,1,0,0,4,0,8,0,9,3,4,2
40779,4,1,4,0,1,2,1,1,0,5,0,1,0,5,1,4,3
40780,7,1,1,0,1,4,4,1,0,0,0,1,0,1,3,4,0
40781,5,1,0,0,0,0,0,1,1,0,5,1,1,0,0,2,2
40782,2,1,1,0,1,1,0,1,0,0,0,0,0,8,1,4,1
40783,6,1,4,0,0,2,0,1,0,1,0,0,0,0,9,4,4
40784,2,1,1,0,0,5,3,1,0,2,0,1,9,4,10,4,1
40785,4,1,0,0,1,2,0,1,0,0,0,1,0,9,11,3,3
40786,3,1,1,0,0,4,1,1,0,1,0,3,9,0,11,3,1
40787,7,1,0,0,1,0,3,1,0,3,0,1,0,4,1,2,4
40788,7,1,0,0,1,2,1,1,1,1,2,1,4,9,9,4,4
40789,5,1,1,0,1,7,1,1,0,0,0,1,7,0,5,4,2
40790,8,1,1,0,1,7,1,1,0,0,0,1,0,0,11,4,4
40791,8,1,2,0,1,5,1,1,0,0,0,8,4,1,9,0,3
40792,1,1,1,0,1,4,4,1,0,0,0,1,4,9,9,4,4
40793,2,1,1,0,1,5,3,1,0,0,0,1,1,9,8,0,1
40794,2,1,1,0,1,7,1,1,0,1,0,0,5,2,3,2,1
40795,1,1,1,0,0,6,0,1,1,0,0,0,0,2,9,4,1
40796,6,1,0,0,0,0,3,1,0,1,0,0,7,7,10,4,4
40797,6,1,1,0,0,7,1,1,0,3,0,1,0,0,7,4,1
40798,6,1,0,0,1,4,1,1,0,0,0,1,4,6,9,4,0
40799,1,0,1,0,1,0,0,1,0,0,0,1,0,5,5,2,0
40800,3,1,2,0,1,0,0,1,0,2,0,1,0,9,9,1,0
40801,7,1,1,0,0,2,0,1,1,0,0,1,0,9,3,2,0
40802,7,1,0,0,1,0,4,1,0,0,0,1,4,3,9,4,4
40803,2,1,1,0,0,4,1,1,0,4,0,1,0,8,7,2,1
40804,5,1,2,0,1,1,0,0,0,2,0,1,0,8,2,2,4
40805,6,1,1,0,0,2,0,1,0,2,0,1,9,9,5,4,3
40806,8,1,2,0,1,3,1,0,0,3,0,1,0,4,1,4,1
40807,4,1,4,0,0,5,1,1,0,2,0,0,9,9,9,2,1
40808,3,1,1,0,1,4,0,1,0,0,0,0,0,3,10,4,4
40809,6,1,1,0,1,3,3,0,0,1,3,0,0,2,8,3,2
40810,2,1,1,0,1,0,1,1,0,1,0,1,9,4,9,4,2
40811,2,1,1,0,1,3,0,1,0,0,0,1,8,0,5,4,1
40812,6,1,1,0,1,5,4,1,0,1,0,1,4,7,7,2,1
40813,4,1,1,0,0,4,1,0,0,0,0,1,0,9,11,1,4
40814,7,1,4,0,1,0,0,1,0,0,0,1,4,9,8,4,1
40815,0,1,2,0,0,0,1,0,0,0,0,5,7,4,7,4,1
40816,6,1,1,0,0,1,1,1,0,0,0,0,5,5,9,2,2
40817,2,1,4,0,0,6,1,1,0,2,4,0,4,7,2,2,1
40818,9,1,0,0,0,1,1,1,0,0,0,0,4,9,8,4,1
40819,7,1,2,0,1,5,4,1,0,2,0,0,4,9,7,2,1
40820,5,1,1,0,0,1,1,1,0,1,0,0,0,9,9,4,3
40821,2,1,2,0,0,0,0,1,0,1,0,1,0,2,11,4,2
40822,8,1,1,0,1,5,1,0,0,1,0,1,0,0,1,0,3
40823,8,1,1,0,0,3,1,1,0,2,0,1,0,8,7,4,0
40824,1,1,0,0,0,1,0,1,0,1,1,1,9,9,9,1,2
40825,2,1,1,0,1,6,4,1,0,5,0,1,0,6,4,2,3
40826,6,1,1,0,0,3,1,1,0,1,3,0,3,3,1,1,3
40827,4,1,0,0,1,4,4,1,0,0,0,0,6,4,10,4,3
40828,0,1,1,0,0,5,0,1,1,1,0,8,0,1,4,4,1
40829,7,1,4,0,0,6,0,0,0,0,0,1,0,8,9,1,2
40830,3,1,1,0,1,1,1,0,0,2,0,0,0,3,9,4,0
40831,9,1,1,0,0,0,0,1,0,0,0,0,4,9,1,2,3
40832,7,1,1,0,0,0,0,1,1,5,2,1,9,5,9,4,2
40833,5,1,2,0,0,7,1,0,0,2,0,5,6,9,9,2,0
40834,8,1,0,0,0,7,0,1,1,2,0,1,0,1,11,4,0
40835,8,1,4,0,1,3,1,1,0,0,0,0,9,4,9,2,1
40836,1,1,1,0,0,0,1,1,0,2,0,6,1,3,9,4,1
40837,7,1,1,0,0,3,0,0,0,0,0,1,2,8,3,2,2
40838,8,1,1,0,0,3,4,0,0,1,0,1,4,7,12,4,4
40839,1,1,1,0,0,4,0,0,0,0,0,1,0,9,1,2,0
40840,4,1,1,0,0,3,0,1,0,1,0,1,7,9,11,1,3
40841,2,1,1,0,0,0,0,1,0,0,0,8,0,1,6,4,0
40842,7,1,4,0,0,0,1,1,0,0,0,1,0,9,9,2,1
40843,9,1,1,0,1,7,1,1,0,3,0,8,4,3,9,2,1
40844,1,1,2,0,1,1,0,1,0,1,2,1,9,9,9,4,1
40845,7,1,1,0,0,0,2,1,1,1,0,1,0,4,3,4,1
40846,5,1,1,0,0,3,1,1,0,0,2,0,0,5,5,4,1
40847,8,1,2,1,1,6,1,0,0,1,0,0,9,9,11,4,1
40848,1,1,1,0,0,4,1,0,0,2,0,0,5,8,5,4,4
40849,1,1,2,0,1,5,3,0,0,0,0,5,0,9,7,4,3
40850,9,1,6,0,1,3,0,1,0,1,0,0,9,7,1,2,1
40851,7,1,1,0,1,3,0,1,0,2,0,1,9,2,10,2,3
40852,6,1,3,0,0,6,1,0,1,0,0,1,0,9,8,2,3
40853,3,1,0,0,1,0,1,0,0,1,5,1,0,7,3,2,2
40854,4,1,4,0,1,1,1,1,0,0,0,1,0,0,8,4,1
40855,1,1,1,0,0,0,0,1,0,1,2,1,0,7,3,4,0
40856,8,1,0,0,0,7,0,1,0,0,2,5,0,9,11,4,2
40857,8,1,2,0,0,2,1,0,0,2,0,1,0,9,5,2,4
40858,9,1,3,0,0,0,1,1,0,0,3,1,6,9,9,4,1
40859,8,1,0,0,0,4,1,0,2,0,0,1,0,9,12,2,4
40860,7,1,0,0,1,2,1,0,0,0,0,1,5,4,3,1,4
40861,1,1,2,0,0,0,0,1,1,0,0,8,4,1,7,4,3
40862,7,1,3,0,1,4,0,1,0,2,0,8,9,7,3,4,1
40863,6,1,1,0,1,0,0,1,0,5,0,0,0,6,3,4,3
40864,0,1,1,0,1,0,0,1,0,2,0,0,1,7,3,4,4
40865,6,1,0,0,0,3,1,0,1,2,0,3,0,8,5,4,3
40866,7,1,0,0,1,2,1,1,0,1,0,1,8,2,11,4,0
40867,6,1,1,0,1,5,0,1,0,0,0,1,3,9,3,1,4
40868,1,1,1,0,0,1,1,1,0,0,0,1,0,9,9,4,4
