,TransAmtDisc,DayOfWeek,Hour,Product,CardType,CardCategory,EmailDomain,Region,DaysSinceLastTrans,isFraud
38267,2,5,20,2,2,1,3,0,0,0
38268,4,2,4,4,2,1,9,4,0,0
38269,4,2,22,3,3,1,7,0,0,0
38270,4,4,2,0,2,1,3,5,3,0
38271,3,2,7,4,3,1,8,0,3,0
38272,4,6,6,4,2,1,4,1,3,0
38273,1,0,2,4,3,1,3,0,3,0
38274,4,0,6,4,3,1,1,0,0,0
38275,4,4,19,0,3,1,3,0,3,0
38276,0,6,2,4,3,1,3,0,0,0
38277,3,3,22,4,2,1,6,4,0,0
38278,2,6,23,0,2,1,3,1,3,0
38279,1,3,21,0,3,1,3,0,3,0
38280,1,0,13,4,2,1,3,0,3,0
38281,3,0,2,4,3,0,9,0,0,0
38282,3,6,7,0,2,1,3,3,3,0
38283,3,4,2,0,3,1,7,0,0,0
38284,4,4,8,4,2,0,7,0,3,0
38285,3,2,7,4,2,1,7,2,3,0
38286,0,3,4,4,3,1,5,3,0,0
38287,4,6,7,4,3,1,3,0,3,0
38288,3,0,22,4,3,1,3,3,0,0
38289,2,3,22,0,2,1,3,0,0,0
38290,4,0,2,4,2,1,1,0,0,0
38291,1,0,21,4,3,1,1,0,3,0
38292,2,1,11,4,3,1,3,0,3,0
38293,2,6,3,2,3,1,4,1,0,0
38294,0,4,8,2,3,1,7,0,0,0
38295,0,5,21,4,3,1,1,3,3,0
38296,0,5,1,0,3,1,2,3,0,0
38297,1,1,12,4,3,0,0,3,3,0
38298,0,0,22,4,3,0,3,3,3,0
38299,0,2,8,4,3,1,3,0,3,0
38300,4,4,23,4,2,1,9,0,3,0
38301,4,4,22,4,2,1,9,0,0,0
38302,3,3,9,4,2,1,3,0,0,0
38303,0,0,3,1,1,1,1,0,0,0
38304,3,3,22,4,3,1,4,0,3,0
38305,1,0,6,4,2,1,3,2,3,0
38306,0,4,12,4,3,1,4,0,0,0
38307,3,6,3,4,2,1,4,0,0,0
38308,2,0,1,0,2,0,7,0,2,0
38309,3,6,23,3,3,1,9,0,3,0
38310,1,1,21,4,3,1,7,0,0,0
38311,1,1,3,4,2,1,3,0,3,0
38312,1,6,23,4,3,1,3,0,3,0
38313,3,4,18,0,3,0,3,0,0,0
38314,3,1,7,4,3,1,3,0,0,0
38315,3,0,2,2,2,1,9,5,3,0
38316,0,3,19,4,3,1,3,0,3,0
38317,0,4,2,4,2,1,3,4,0,0
38318,4,2,7,4,2,1,3,0,3,0
38319,0,2,4,4,3,1,9,3,0,0
38320,2,5,6,4,3,1,3,0,0,0
38321,1,4,6,4,2,0,9,5,3,0
38322,1,3,21,4,3,1,0,3,3,0
38323,0,6,8,4,2,0,0,3,3,0
38324,0,0,5,4,2,1,3,0,0,0
38325,2,1,23,4,3,1,9,0,3,0
38326,0,3,1,4,3,0,9,0,3,0
38327,1,3,13,4,3,1,0,0,0,0
38328,0,2,20,4,3,1,9,0,0,0
38329,3,0,22,4,3,1,3,0,3,0
38330,3,0,3,4,2,0,3,0,3,1
38331,3,2,13,4,3,1,3,0,0,0
38332,1,2,2,1,3,0,3,0,3,0
38333,3,5,23,4,3,0,7,0,0,0
38334,2,2,2,4,3,1,1,4,0,0
38335,4,0,21,4,2,1,9,0,0,0
38336,0,6,7,4,3,1,3,5,3,0
38337,4,2,23,4,3,1,3,0,0,0
38338,4,3,6,4,3,1,9,0,0,0
38339,3,0,1,4,2,1,9,3,0,0
38340,0,1,21,4,3,1,3,0,3,0
38341,0,3,4,4,3,0,3,1,3,0
38342,1,1,16,0,3,1,3,0,3,0
38343,4,2,7,4,3,0,2,5,3,0
38344,0,6,4,0,3,1,3,0,0,0
38345,3,5,5,4,3,1,9,0,0,0
38346,4,4,2,1,3,1,3,0,3,0
38347,4,5,12,0,3,1,2,1,0,0
38348,3,2,22,4,3,1,3,0,0,0
38349,1,2,3,4,3,1,9,1,3,0
38350,1,2,1,4,3,1,9,0,3,0
38351,4,5,5,4,3,0,3,1,3,0
38352,2,1,4,0,2,0,3,2,3,1
38353,0,0,19,4,2,1,9,0,0,0
38354,3,4,4,4,2,1,9,2,0,0
38355,4,4,1,4,3,1,3,0,0,0
38356,4,1,1,4,3,1,3,1,3,0
38357,3,3,1,4,3,1,3,5,0,0
38358,3,6,1,4,3,0,9,4,0,0
38359,0,1,21,4,3,1,4,2,3,0
38360,3,2,23,4,3,0,3,0,0,0
38361,4,3,6,4,2,1,3,0,3,0
38362,0,5,19,4,3,1,3,0,2,0
38363,4,6,20,2,2,1,3,0,0,0
38364,3,2,1,4,3,1,3,5,3,0
38365,1,2,7,4,3,0,9,1,3,0
38366,0,5,6,4,3,1,9,0,0,0
38367,4,1,2,4,3,1,3,0,3,0
38368,4,0,22,1,3,1,3,0,3,0
38369,4,0,10,4,3,1,3,0,0,0
38370,2,2,23,4,2,1,3,0,3,0
38371,0,1,2,4,3,1,3,3,0,0
38372,3,2,23,4,3,1,3,0,0,0
38373,4,6,4,0,3,1,4,0,0,0
38374,1,2,1,4,2,0,3,4,3,0
38375,4,0,6,4,3,1,3,0,0,0
38376,4,6,0,4,3,1,3,0,0,0
38377,0,0,4,4,3,1,2,0,3,0
38378,1,6,23,4,2,1,4,0,0,0
38379,4,6,4,2,3,0,9,0,0,0
38380,4,0,23,4,3,1,3,0,0,0
38381,0,3,5,4,3,1,3,2,0,0
38382,2,3,22,4,3,1,9,0,0,0
38383,0,1,7,4,3,0,3,1,3,0
38384,0,3,4,4,3,0,7,5,3,0
38385,2,6,13,4,3,0,7,2,3,0
38386,0,2,4,4,3,1,3,0,0,0
38387,4,1,3,4,0,1,3,0,0,0
38388,0,3,21,4,3,1,1,0,0,0
38389,2,0,0,4,2,1,3,1,0,0
38390,0,3,3,2,2,1,3,4,3,0
38391,4,0,1,4,2,1,9,0,0,0
38392,3,2,21,1,2,1,3,4,3,0
38393,1,0,23,4,3,0,3,0,0,1
38394,0,4,7,4,3,1,4,0,3,1
38395,3,6,7,4,3,1,3,3,0,0
38396,2,2,19,4,2,1,3,0,2,0
38397,0,5,12,4,3,1,1,0,0,0
38398,1,0,1,4,2,1,3,4,0,0
38399,2,4,14,4,3,1,9,0,0,0
38400,4,4,5,4,3,0,7,0,3,0
38401,3,6,1,4,3,1,3,3,0,0
38402,1,0,1,4,2,0,7,0,3,0
38403,2,3,8,4,3,1,3,3,3,0
38404,3,4,22,4,2,1,9,0,0,0
38405,3,4,6,4,3,1,3,0,3,0
38406,1,3,4,4,3,1,0,0,0,0
38407,3,0,5,4,2,1,3,1,0,0
38408,0,6,7,4,2,0,3,5,3,0
38409,2,3,7,4,2,1,3,0,0,0
38410,2,4,6,4,2,0,3,2,3,0
38411,3,3,7,4,3,0,3,1,3,0
38412,2,6,23,4,2,1,3,0,3,0
38413,4,2,10,4,3,1,2,2,3,0
38414,4,1,3,2,3,0,3,5,0,0
38415,2,3,1,4,1,1,3,0,0,0
38416,4,3,10,4,2,1,3,0,3,1
38417,4,6,23,4,3,1,4,0,0,0
38418,1,6,1,4,3,1,9,0,3,0
38419,3,2,1,4,3,1,3,1,3,0
38420,4,2,5,4,3,1,3,0,0,0
38421,4,1,1,4,3,1,7,0,3,0
38422,2,3,9,4,0,1,3,5,3,0
38423,2,1,22,4,3,1,9,0,0,0
38424,4,4,8,4,3,0,3,0,3,0
38425,4,0,23,4,3,1,3,4,0,0
38426,2,6,5,4,3,1,7,0,3,0
38427,1,6,16,4,3,1,1,0,3,0
38428,1,6,19,3,2,1,0,0,3,0
38429,1,0,8,4,2,1,9,0,3,0
38430,1,3,1,4,2,1,0,0,0,0
38431,2,6,9,4,3,1,9,4,0,0
38432,2,3,22,4,3,1,3,5,0,0
38433,2,6,23,4,2,1,3,0,0,0
38434,1,4,2,4,3,1,9,2,0,0
38435,1,2,8,4,3,1,3,0,3,0
38436,1,0,22,2,3,1,9,4,0,0
38437,4,2,22,4,3,0,9,1,0,0
38438,2,4,5,4,2,1,3,0,0,0
38439,4,4,23,0,3,1,7,0,3,0
38440,0,6,1,4,2,0,3,5,0,0
38441,0,4,4,4,2,1,3,2,3,0
38442,1,1,12,4,3,0,3,0,3,0
38443,2,3,7,4,3,1,3,0,0,0
38444,4,1,7,4,3,0,3,0,3,0
38445,0,3,8,4,2,1,9,0,3,0
38446,3,0,2,4,2,0,9,0,2,0
38447,0,5,14,3,3,0,0,0,3,1
38448,0,6,2,2,3,1,0,0,0,0
38449,3,1,5,2,2,1,4,3,2,0
38450,0,0,1,4,2,1,9,0,3,0
38451,3,4,21,0,2,1,7,0,0,0
38452,4,0,10,4,2,1,3,0,0,0
38453,1,1,5,4,2,0,8,3,2,0
38454,3,1,4,4,3,1,3,5,3,0
38455,2,0,6,4,2,1,1,0,3,0
38456,4,3,6,4,3,1,4,5,0,0
38457,1,3,9,4,3,0,3,0,0,0
38458,4,3,23,4,3,0,0,0,3,0
38459,4,0,5,4,3,1,9,5,0,0
38460,2,0,4,4,3,0,3,4,3,0
38461,2,5,9,4,3,1,3,4,3,0
38462,0,3,1,4,3,1,9,4,0,0
38463,0,0,7,4,3,1,3,0,3,0
38464,1,5,19,4,3,1,7,4,0,0
38465,1,4,21,4,3,1,4,0,0,0
38466,0,1,22,4,2,0,3,4,0,0
38467,4,1,5,4,2,1,3,0,3,0
38468,0,4,2,4,2,1,9,0,0,0
38469,2,6,6,4,2,1,6,5,3,0
38470,4,3,1,4,2,0,3,3,3,1
38471,4,0,8,0,3,0,3,0,0,0
38472,0,5,23,4,2,1,3,4,0,0
38473,1,2,15,4,2,1,7,0,3,0
38474,3,1,8,4,2,1,4,0,3,0
38475,0,6,6,4,3,1,3,2,3,0
38476,1,2,8,4,3,1,9,1,2,0
38477,1,4,22,4,3,0,4,1,3,0
38478,0,3,5,4,3,1,9,5,3,0
38479,4,0,2,4,2,1,3,0,3,0
38480,3,6,1,4,3,1,3,0,3,0
38481,4,3,2,4,3,0,1,5,0,0
38482,3,4,9,4,3,1,3,0,0,0
38483,0,4,20,4,3,1,7,0,3,0
38484,0,6,23,0,3,1,3,0,0,0
38485,3,4,12,4,2,0,9,0,3,0
38486,2,1,8,4,3,1,3,0,3,0
38487,1,0,2,4,3,1,9,0,3,0
38488,3,0,3,0,3,0,9,5,3,1
38489,3,4,23,4,3,0,9,0,0,1
38490,4,4,9,4,2,1,1,3,3,0
38491,4,6,13,4,3,1,9,0,0,0
38492,1,3,6,4,2,1,3,0,3,0
38493,0,3,7,4,3,1,3,4,0,0
38494,1,4,5,4,3,1,7,0,0,0
38495,2,5,2,4,3,1,3,0,2,0
38496,3,0,6,0,2,0,3,0,2,1
38497,0,1,6,0,2,1,3,1,2,0
38498,1,1,9,4,3,1,3,0,3,0
38499,4,4,2,4,3,0,5,4,0,0
38500,2,4,10,3,3,1,3,5,3,0
38501,1,1,7,4,0,1,4,0,3,0
38502,4,2,5,4,3,1,0,1,0,0
38503,1,1,4,0,3,1,3,0,3,0
38504,1,1,9,0,3,1,9,0,3,0
38505,3,4,21,4,3,1,3,0,3,0
38506,0,5,4,4,3,0,9,0,0,0
38507,3,3,3,4,3,1,9,4,3,0
38508,0,4,5,4,1,1,9,0,0,0
38509,4,3,12,4,3,0,3,0,0,0
38510,0,3,18,4,3,1,3,0,3,0
38511,1,4,6,4,3,1,3,0,3,0
38512,4,6,2,4,2,0,9,4,0,0
38513,3,1,1,4,0,1,3,0,3,0
38514,2,6,6,0,3,1,3,0,0,0
38515,2,5,21,4,3,1,3,4,3,0
38516,4,6,7,4,3,1,3,2,0,0
38517,2,5,4,4,3,0,1,0,0,0
38518,1,6,23,4,3,0,9,0,0,0
38519,4,6,23,4,3,1,3,0,0,0
38520,3,4,8,2,2,1,3,0,3,0
38521,4,0,7,4,2,0,3,0,3,0
38522,1,1,4,4,3,1,9,0,3,0
38523,2,5,7,1,3,0,9,0,0,0
38524,2,0,3,4,3,1,3,3,0,0
38525,3,0,4,4,3,0,3,1,0,0
38526,4,1,10,4,3,0,3,0,2,0
38527,1,0,2,4,3,1,3,3,3,0
38528,4,5,22,4,2,1,3,5,0,0
38529,1,4,9,4,3,0,3,0,0,0
38530,2,4,14,4,3,1,3,5,3,0
38531,0,0,21,0,3,1,3,0,0,0
38532,1,3,7,0,2,1,9,0,3,0
38533,4,4,3,4,3,1,1,0,2,0
38534,4,0,23,4,3,0,3,5,3,0
38535,2,3,19,4,3,1,0,3,3,0
38536,3,0,3,4,2,1,3,0,0,0
38537,4,3,8,4,3,1,9,0,3,0
38538,4,2,7,4,3,1,3,0,3,0
38539,1,2,22,4,3,1,3,2,0,0
38540,0,1,3,4,3,1,9,0,3,0
38541,3,0,4,4,3,1,9,0,2,0
38542,3,6,13,2,3,1,3,1,3,0
38543,4,2,7,4,3,1,3,5,0,0
38544,0,4,7,4,3,1,3,2,2,0
38545,4,5,3,4,2,1,9,4,3,0
38546,4,5,6,4,3,1,9,0,3,0
38547,1,4,2,0,2,1,3,2,3,0
38548,1,3,3,4,3,1,9,0,3,0
38549,4,0,2,4,3,1,7,0,0,0
38550,2,4,6,0,2,1,4,0,3,0
38551,0,3,7,4,3,0,1,1,0,0
38552,0,6,22,4,3,1,7,0,0,0
38553,2,3,12,0,2,1,3,0,3,0
38554,0,4,8,4,3,0,9,5,3,0
38555,2,2,9,0,3,1,0,3,0,0
38556,4,5,10,4,2,1,7,0,3,0
38557,2,4,22,4,3,1,7,0,0,0
38558,2,3,23,1,3,0,3,4,3,0
38559,3,3,10,4,2,1,3,0,2,0
38560,1,0,2,4,3,1,3,0,0,0
38561,4,6,4,4,3,1,3,0,0,0
38562,1,0,7,4,3,1,3,0,3,0
38563,0,0,7,4,3,1,7,5,3,0
38564,1,2,7,4,2,1,4,4,0,0
38565,4,3,3,4,3,1,3,0,3,0
38566,1,5,5,4,3,1,3,0,3,0
38567,2,6,6,4,2,1,9,0,0,0
38568,1,0,12,4,2,1,9,0,0,0
38569,3,1,20,4,3,0,7,2,3,0
38570,4,1,2,4,3,0,3,5,3,0
38571,3,3,1,4,3,0,3,4,0,0
38572,1,6,7,4,2,1,3,0,0,0
38573,0,6,7,4,2,0,3,0,0,0
38574,0,5,23,4,3,0,3,0,3,0
38575,4,6,4,4,2,0,4,0,3,0
38576,3,0,4,4,2,1,3,0,0,0
38577,0,1,0,1,2,1,9,1,0,0
38578,1,5,10,4,3,1,3,0,0,0
38579,3,3,22,4,3,1,3,2,0,0
38580,4,0,8,4,3,1,9,0,0,0
38581,3,4,23,4,3,1,9,0,3,0
38582,1,5,5,0,2,1,3,0,3,0
38583,1,6,8,4,3,1,7,0,3,0
38584,4,3,19,0,3,1,3,0,0,1
38585,1,1,21,0,2,0,9,5,0,1
38586,2,5,1,2,3,0,3,4,3,0
38587,4,3,4,4,3,1,3,2,0,0
38588,2,1,7,4,3,1,3,1,0,0
38589,0,5,21,4,2,0,0,0,0,0
38590,4,4,1,4,2,0,3,1,3,0
38591,2,1,23,0,3,0,3,0,0,0
38592,2,2,1,4,3,1,3,0,3,0
38593,0,1,8,4,2,0,3,5,3,0
38594,1,3,4,4,3,1,3,4,0,0
38595,1,3,7,0,2,1,3,0,0,0
38596,2,2,8,0,2,1,3,0,0,0
38597,1,4,2,4,3,0,1,0,0,0
38598,4,5,21,4,3,1,9,1,3,0
38599,3,2,7,4,3,0,2,0,3,0
38600,1,0,18,4,2,1,3,1,0,0
38601,2,1,22,4,2,1,8,0,3,0
38602,0,0,5,4,3,1,1,0,0,0
38603,3,2,11,4,3,1,3,1,0,0
38604,1,5,2,4,2,1,3,0,0,0
38605,1,2,23,4,2,1,3,1,3,0
38606,3,0,5,4,3,1,0,0,0,0
38607,4,4,1,4,3,0,3,0,0,0
38608,3,2,22,4,2,1,3,5,0,0
38609,2,5,4,2,3,1,3,0,3,1
38610,0,6,1,4,3,1,3,0,3,0
38611,2,3,7,4,2,1,3,0,3,0
38612,1,3,7,2,2,1,3,0,3,0
38613,4,0,21,4,2,1,3,3,0,0
38614,4,2,2,4,3,0,1,0,0,0
38615,0,4,19,1,3,1,4,0,0,0
38616,2,5,19,4,3,1,3,0,3,0
38617,0,1,9,4,3,1,3,2,0,0
38618,2,1,2,4,3,1,7,0,3,0
38619,3,6,1,4,2,1,9,1,0,0
38620,3,0,8,4,3,0,0,0,3,0
38621,3,5,1,4,3,1,3,1,2,1
38622,3,2,20,4,3,1,3,2,3,0
38623,4,2,19,4,3,1,3,0,3,0
38624,2,3,2,4,3,1,0,4,3,0
38625,4,1,6,4,3,1,1,0,0,0
38626,1,3,9,4,3,1,7,0,0,0
38627,3,0,14,4,2,1,0,0,0,0
38628,0,5,2,4,3,1,0,5,3,0
38629,3,1,3,4,3,0,3,0,0,0
38630,1,5,8,4,2,1,3,0,3,0
38631,1,3,7,3,2,0,3,0,3,0
38632,2,2,23,4,3,1,9,0,0,0
38633,2,1,7,4,3,1,7,5,0,0
38634,1,5,21,4,3,1,9,0,3,0
38635,3,0,3,4,3,1,7,2,0,0
38636,2,1,6,4,3,1,4,0,0,0
38637,4,3,4,4,2,0,9,0,0,0
38638,3,2,4,4,3,1,3,4,3,0
38639,4,1,7,4,2,1,3,4,0,0
38640,2,6,14,4,3,1,3,1,0,0
38641,1,6,10,4,3,1,9,4,3,0
38642,0,1,2,4,2,1,3,2,0,1
38643,0,2,10,4,3,0,3,4,0,0
38644,0,2,6,0,2,1,4,5,3,1
38645,3,5,21,4,3,1,0,0,3,0
38646,3,6,2,4,3,1,3,0,3,0
38647,3,4,8,4,3,0,7,2,2,0
38648,4,1,7,4,2,1,9,0,3,0
38649,0,4,23,4,2,1,7,0,0,0
38650,2,0,1,1,2,0,3,3,0,0
38651,1,2,8,4,3,1,3,2,0,0
38652,1,6,22,4,2,1,3,0,3,0
38653,0,3,7,1,3,1,9,0,3,0
38654,1,2,2,4,3,1,9,4,3,0
38655,3,4,15,4,3,1,3,0,3,0
38656,2,6,23,4,3,0,9,3,0,0
38657,0,4,9,4,3,1,4,3,0,0
38658,1,3,15,4,3,1,9,1,3,0
38659,2,4,23,4,3,0,3,0,0,0
38660,2,1,3,0,3,1,3,0,0,0
38661,0,6,10,0,2,1,9,0,0,0
38662,0,1,9,1,3,1,7,5,0,0
38663,4,1,12,4,3,0,3,5,0,0
38664,4,4,2,4,3,0,3,1,0,0
38665,4,2,9,4,3,1,1,5,0,0
38666,4,6,4,4,3,0,3,0,0,0
38667,3,1,6,4,2,1,3,1,3,0
38668,4,2,2,4,3,1,3,0,3,0
38669,1,0,10,1,2,1,9,0,0,0
38670,2,5,21,4,3,1,0,0,1,0
38671,0,0,6,4,3,1,3,4,3,0
38672,3,3,21,4,3,1,1,0,0,0
38673,1,5,9,4,3,0,3,4,3,0
38674,1,1,8,4,3,1,3,3,2,0
38675,0,4,21,4,3,1,3,0,3,0
38676,1,2,10,4,3,0,3,0,0,0
38677,2,3,8,4,3,1,3,4,3,0
38678,2,4,21,4,3,1,3,1,0,0
38679,3,3,3,4,3,0,9,4,0,0
38680,0,0,22,4,3,1,3,0,3,0
38681,1,2,10,4,3,1,5,0,3,0
38682,3,2,6,4,3,1,3,0,0,0
38683,1,0,23,4,3,1,0,1,3,0
38684,0,2,3,4,3,1,3,0,3,0
38685,4,4,3,4,3,1,9,5,0,0
38686,0,1,8,4,2,1,3,0,2,0
38687,4,1,2,4,3,0,9,0,0,0
38688,4,3,23,4,3,0,9,0,3,0
38689,0,1,4,4,3,1,7,5,2,0
38690,4,3,20,4,2,1,3,1,3,0
38691,4,3,1,4,3,1,3,1,3,0
38692,3,0,5,4,3,1,3,1,3,0
38693,0,5,2,0,2,1,1,5,3,0
38694,2,2,2,2,3,1,3,0,0,1
38695,2,5,10,4,3,1,3,1,0,0
38696,3,1,4,4,3,0,0,1,3,0
38697,0,4,22,0,3,0,1,1,3,0
38698,3,6,18,4,3,1,3,0,3,0
38699,3,2,8,4,3,1,3,2,3,0
38700,3,0,23,4,2,1,3,1,3,0
38701,3,0,19,4,3,1,3,0,2,0
38702,0,2,4,4,2,0,9,4,0,1
38703,3,0,2,4,2,1,3,0,2,0
38704,3,4,2,0,3,0,3,4,3,0
38705,1,3,18,4,2,0,3,0,0,0
38706,3,4,6,4,2,1,1,5,3,0
38707,4,4,1,4,2,0,9,0,0,0
38708,2,6,12,4,3,1,3,0,0,0
38709,0,2,21,4,2,1,3,0,0,0
38710,0,1,1,4,3,1,4,1,0,0
38711,0,6,4,4,2,0,3,0,3,0
38712,2,0,1,0,2,1,9,0,0,0
38713,4,5,2,4,3,0,7,1,3,0
38714,3,3,3,2,3,1,3,5,0,0
38715,3,2,13,4,3,1,3,0,3,0
38716,3,4,8,4,2,1,9,0,3,0
38717,4,5,5,4,3,1,3,0,0,0
38718,2,2,2,4,3,0,4,0,3,0
38719,2,2,23,4,3,1,3,3,3,0
38720,3,3,1,0,3,0,9,1,3,0
38721,0,3,4,2,2,1,3,4,0,0
38722,3,4,5,4,2,1,3,0,0,0
38723,0,6,20,4,3,1,7,0,3,0
38724,2,3,13,4,3,1,3,0,3,0
38725,0,4,12,4,3,1,3,0,0,0
38726,2,2,12,4,3,1,7,2,0,0
38727,1,1,13,4,3,1,5,0,0,0
38728,4,6,6,4,2,1,3,0,0,0
38729,2,3,21,3,3,1,3,4,0,0
38730,3,4,0,4,3,1,7,0,0,0
38731,3,4,4,4,3,1,9,3,3,0
38732,3,4,2,0,3,1,9,0,0,0
38733,4,0,22,4,3,1,9,0,0,0
38734,4,2,4,4,3,1,9,0,0,0
38735,4,3,12,4,2,1,3,2,0,0
38736,3,3,2,4,3,1,9,0,0,0
38737,3,6,8,4,3,1,8,0,0,0
38738,1,0,2,4,3,1,3,0,3,0
38739,3,3,7,4,2,0,7,5,3,0
38740,0,6,6,4,3,0,4,2,3,0
38741,1,4,22,4,3,0,9,0,0,0
38742,2,3,8,4,3,1,3,0,0,0
38743,3,5,4,4,2,1,5,0,3,0
38744,1,1,3,4,3,1,9,0,3,0
38745,3,3,21,4,2,1,4,0,0,0
38746,3,0,8,1,3,1,1,5,3,0
38747,3,1,22,1,3,1,7,1,0,0
38748,2,0,3,4,2,1,3,0,0,0
38749,2,4,4,4,3,0,0,0,3,1
38750,2,1,10,4,3,1,3,0,0,0
38751,4,0,4,4,3,1,3,5,0,0
38752,3,1,6,0,3,1,3,0,3,0
38753,1,5,3,4,3,1,3,4,0,0
38754,2,3,9,4,3,1,1,2,3,0
38755,0,2,3,4,3,0,9,0,0,0
38756,4,2,23,1,3,0,3,3,3,1
38757,4,5,5,4,2,1,3,0,0,0
38758,0,5,22,4,2,1,1,0,3,0
38759,4,1,5,4,2,1,3,0,0,0
38760,4,2,7,4,3,1,3,0,3,0
38761,1,3,5,4,2,1,0,0,3,0
38762,0,2,6,4,2,0,3,2,0,0
38763,3,2,1,4,3,1,9,0,3,0
38764,3,1,4,4,3,1,9,4,0,0
38765,4,2,1,4,2,1,8,0,3,0
38766,4,5,20,4,3,1,7,0,0,0
38767,2,2,9,4,3,1,3,5,3,0
38768,4,5,23,4,3,1,1,2,0,0
38769,3,5,5,4,3,1,9,0,3,0
38770,4,3,19,4,3,0,3,0,0,0
38771,2,5,22,4,2,1,9,0,3,0
38772,2,0,8,4,3,1,7,4,0,0
38773,4,2,5,4,3,0,3,0,0,0
38774,0,4,2,4,3,1,3,0,3,0
38775,1,4,9,4,3,0,3,3,3,0
38776,3,1,5,4,3,0,5,2,0,0
38777,1,4,5,4,3,1,7,0,0,0
38778,3,2,4,4,3,1,0,0,0,0
38779,2,2,2,4,3,1,4,0,0,0
38780,1,5,22,4,3,1,3,0,3,0
38781,1,5,15,0,3,1,3,0,0,0
38782,2,0,18,4,3,1,1,0,2,0
38783,4,2,3,4,2,1,9,0,3,0
38784,1,5,3,4,3,0,0,0,0,0
38785,0,4,9,4,3,1,1,0,3,0
38786,2,2,4,4,3,1,4,0,0,0
38787,4,1,4,4,3,1,3,0,0,0
38788,4,6,5,4,3,1,3,1,0,0
38789,3,5,4,4,3,1,3,0,3,0
38790,3,3,6,4,0,1,0,3,0,0
38791,3,6,20,0,2,1,7,1,0,0
38792,3,0,8,4,3,0,9,0,3,0
38793,3,6,23,4,3,1,5,0,0,0
38794,2,3,6,4,3,1,3,4,3,0
38795,3,2,23,0,3,1,9,0,0,0
38796,4,4,23,1,3,0,7,5,0,0
38797,1,3,5,4,2,1,3,0,0,0
38798,2,5,4,0,3,0,4,4,3,0
38799,1,5,21,4,2,1,3,0,3,0
38800,4,6,19,4,3,1,3,5,3,0
38801,4,6,5,4,3,1,3,0,0,0
38802,0,6,23,4,2,1,9,5,3,0
38803,2,6,8,4,2,1,7,4,2,0
38804,3,6,23,4,3,1,3,0,0,0
38805,0,6,8,4,3,1,3,0,0,0
38806,4,3,13,4,3,1,0,0,3,0
38807,3,6,19,4,2,1,3,0,0,0
38808,0,3,1,0,2,1,9,0,3,0
38809,1,2,19,4,2,0,9,0,3,0
38810,4,0,3,4,3,1,3,0,3,0
38811,0,1,5,4,3,1,4,1,3,0
38812,4,6,21,4,3,1,9,0,0,0
38813,3,0,6,4,3,1,3,0,3,0
38814,1,6,13,0,2,1,3,1,3,0
38815,1,6,23,4,2,1,1,1,3,0
38816,1,2,10,4,3,1,3,0,3,0
38817,2,6,20,4,3,1,3,0,0,0
38818,2,0,20,4,1,1,3,0,3,0
38819,0,2,6,4,3,1,9,0,3,0
38820,4,0,21,4,3,1,4,5,2,0
38821,0,0,1,4,3,0,3,0,3,0
38822,3,0,3,4,3,1,9,0,3,0
38823,1,4,1,4,3,1,3,0,0,0
38824,1,6,9,4,2,1,3,0,3,0
38825,3,6,4,0,3,1,9,5,3,0
38826,4,3,6,4,3,1,1,0,0,0
38827,4,6,2,4,3,1,1,0,3,0
38828,2,0,2,4,2,0,3,0,3,0
38829,4,2,8,3,2,1,3,5,0,0
38830,4,3,4,0,2,0,3,0,0,0
38831,0,6,20,4,3,1,3,0,0,0
38832,3,0,1,4,3,1,9,0,0,0
38833,1,2,5,4,3,1,1,0,3,0
38834,1,2,8,3,3,1,3,5,0,0
38835,4,5,9,4,3,1,9,0,0,0
38836,4,2,10,4,3,1,3,2,3,0
38837,4,1,9,3,3,1,3,0,0,0
38838,4,4,9,4,3,1,3,0,0,0
38839,1,0,4,4,3,1,9,4,2,0
38840,3,0,6,4,3,1,3,0,0,0
38841,3,4,1,4,3,0,9,1,3,0
38842,3,0,4,4,3,1,1,4,3,0
38843,4,1,1,4,3,0,3,1,2,0
38844,3,0,6,4,2,1,3,1,2,0
38845,4,2,5,1,3,0,0,2,0,0
38846,1,0,13,4,3,1,0,1,0,0
38847,1,6,4,4,3,1,3,4,0,0
38848,1,3,10,4,3,1,3,0,2,0
38849,3,0,7,4,2,0,3,0,3,0
38850,2,4,5,4,3,1,1,3,3,0
38851,0,4,7,2,2,1,8,0,0,0
38852,2,2,1,3,2,1,0,0,0,0
38853,3,4,20,0,3,0,9,0,3,0
38854,2,4,6,4,2,1,3,3,2,0
38855,1,4,12,4,3,0,9,2,3,0
38856,4,4,17,4,2,1,9,4,3,0
38857,4,4,6,4,3,1,3,0,0,0
38858,2,5,1,1,2,1,9,5,3,0
38859,2,3,23,0,3,0,5,0,3,0
38860,0,1,10,4,2,1,9,4,3,0
38861,3,5,2,4,3,0,2,0,2,0
38862,4,4,7,4,3,1,3,0,3,0
38863,1,6,14,4,2,0,9,4,0,0
38864,1,2,12,4,3,1,3,0,0,0
38865,3,2,3,4,3,1,3,0,3,0
38866,2,3,7,4,3,0,9,0,0,0
38867,3,5,8,0,3,1,3,0,0,0
38868,0,4,1,4,2,0,4,1,3,0
38869,1,2,2,4,3,1,7,2,3,0
38870,0,3,1,4,2,1,3,5,0,0
38871,2,5,20,4,3,0,3,0,3,0
38872,0,4,15,4,2,0,9,0,0,0
